"category","subcategory","service_type","name","short_description","description","duration_in_minutes","session","price_in_czk","benefits","image"
"Kosmetika","Obočí a řasy","single","Lifting řas","Profesionální lifting řas pro viditelné zlepšení. Přirozený curl. Délka: 45 min.","Lifting řas je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Přirozený curl
• výrazný pohled
• dlouhodobý efekt 4-6 týdnů
• bez poškození

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","45","1","1000","Přirozený curl, výrazný pohled, dlouhodobý efekt 4-6 týdnů, bez poškození","kosmetika/rasy-1.jpg, kosmetika/rasy-2.jpg, kosmetika/rasy-3.jpg, kosmetika/rasy1.jpg, kosmetika/rasy10.jpg"
"Kosmetika","Obočí a řasy","single","Laminace obočí","Profesionální laminace obočí pro viditelné zlepšení. Plnější vzhled. Délka: 45 min.","Laminace obočí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Plnější vzhled
• dlouhodobá fixace
• přirozený efekt
• bez bolesti

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","45","1","600","Plnější vzhled, dlouhodobá fixace, přirozený efekt, bez bolesti","kosmetika/Kosmetika Detail 2.jpeg, kosmetika/Kosmetika Detail.jpeg, kosmetika/anti-age.jpeg, kosmetika/depilace-1.jpg, kosmetika/depilace-2.jpg"
"Kosmetika","Obočí a řasy","single","Laminace obočí s barvením","Profesionální laminace obočí s barvením pro viditelné zlepšení. Plný tvar. Délka: 50 min.","Laminace obočí s barvením je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Plný tvar
• sjednocená barva
• dlouhodobý efekt
• přirozený vzhled

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 50 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","50","1","1000","Plný tvar, sjednocená barva, dlouhodobý efekt, přirozený vzhled","kosmetika/Kosmetika Detail 2.jpeg, kosmetika/Kosmetika Detail.jpeg, kosmetika/anti-age.jpeg, kosmetika/depilace-1.jpg, kosmetika/depilace-2.jpg"
"Kosmetika","Obočí a řasy","package","Laminace obočí + Lifting řas","Profesionální laminace obočí + lifting řas pro viditelné zlepšení. Kompletní úprava. Délka: 90 min.","Laminace obočí + Lifting řas je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Kompletní úprava
• výrazný vzhled
• dlouhodobý efekt
• úspora času

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 90 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","90","1","1500","Kompletní úprava, výrazný vzhled, dlouhodobý efekt, úspora času","kosmetika/rasy-1.jpg, kosmetika/rasy-2.jpg, kosmetika/rasy-3.jpg, kosmetika/rasy1.jpg, kosmetika/rasy10.jpg"
"Kosmetika","Obočí a řasy","package","Lifting řas + Ošetření pleti","Profesionální lifting řas + ošetření pleti pro viditelné zlepšení. Natočené řasy. Délka: 90 min.","Lifting řas + Ošetření pleti je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Natočené řasy
• ošetřená pleť
• efektivní využití času
• kompletní péče

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 90 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","90","1","800","Natočené řasy, ošetřená pleť, efektivní využití času, kompletní péče","kosmetika/rasy-1.jpg, kosmetika/rasy-2.jpg, kosmetika/rasy-3.jpg, kosmetika/rasy1.jpg, kosmetika/rasy10.jpg"
"Kosmetika","Obočí a řasy","package","Laminace obočí + Ošetření pleti","Profesionální laminace obočí + ošetření pleti pro viditelné zlepšení. Upravené obočí. Délka: 75 min.","Laminace obočí + Ošetření pleti je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Upravené obočí
• ošetřená pleť
• úspora času
• praktické řešení

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","75","1","500","Upravené obočí, ošetřená pleť, úspora času, praktické řešení","kosmetika/Kosmetika Detail 2.jpeg, kosmetika/Kosmetika Detail.jpeg, kosmetika/anti-age.jpeg, kosmetika/depilace-1.jpg, kosmetika/depilace-2.jpg"
"Kosmetika","Obočí a řasy","package","Laminace obočí s barvením + Ošetření pleti","Profesionální laminace obočí s barvením + ošetření pleti pro viditelné zlepšení. Dokonalé obočí. Délka: 80 min.","Laminace obočí s barvením + Ošetření pleti je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dokonalé obočí
• svěží pleť
• efektivní péče
• kompletní úprava

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 80 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","80","1","750","Dokonalé obočí, svěží pleť, efektivní péče, kompletní úprava","kosmetika/Kosmetika Detail 2.jpeg, kosmetika/Kosmetika Detail.jpeg, kosmetika/anti-age.jpeg, kosmetika/depilace-1.jpg, kosmetika/depilace-2.jpg"
"Kosmetika","Obočí a řasy","package","Ošetření pleti + Barvení řas a obočí","Profesionální ošetření pleti + barvení řas a obočí pro viditelné zlepšení. Ošetřená pleť. Délka: 75 min.","Ošetření pleti + Barvení řas a obočí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Ošetřená pleť
• výrazné oči
• komplexní péče
• dlouhodobý efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","75","1","1250","Ošetřená pleť, výrazné oči, komplexní péče, dlouhodobý efekt","kosmetika/rasy-1.jpg, kosmetika/rasy-2.jpg, kosmetika/rasy-3.jpg, kosmetika/rasy1.jpg, kosmetika/rasy10.jpg"
"Tvarování těla","Budování svalů","single","Budování svalů – 1 partie","Profesionální budování svalů – 1 partie pro viditelné zlepšení. Posílení svalů. Délka: 60 min.","Budování svalů – 1 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Posílení svalů
• zlepšení tonusu
• lokální spalování tuků
• rychlý a šetrný trénink

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","60","1","1300","Posílení svalů, zlepšení tonusu, lokální spalování tuků, rychlý a šetrný trénink","""kavitace/kavitace-1.jpeg,kavitace/kavitace-2.jpeg,stylizované/details-1.jpeg,stylizované/details-2.jpg,stylizované/details-3.jpeg""
Tvarování těla,Budování svalů,single,Budování svalů – 2 partie,Profesionální budování svalů – 2 partie pro viditelné zlepšení. Zpevnění a formování. Délka: 60 min.,""Budování svalů – 2 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění a formování
• současná aktivace dvou partií
• efektivní kombinace oblastí

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
"HIFU ošetření","HIFU tvář","single","HIFU facelift – celý obličej","Profesionální hifu facelift – celý obličej pro viditelné zlepšení. Zpevnění kontur. Délka: 60 min.","HIFU facelift – celý obličej je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění kontur
• stimulace kolagenu
• vyhlazení jemných vrásek
• dlouhodobý efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","60","1","5500","Zpevnění kontur, stimulace kolagenu, vyhlazení jemných vrásek, dlouhodobý efekt","hifu/hifu-oblicej.jpeg, hifu/hifu-oblicej2.jpeg, hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg"
"HIFU ošetření","HIFU tvář","package","HIFU facelift – obličej + krk","Profesionální hifu facelift – obličej + krk pro viditelné zlepšení. Lifting obličeje i krku. Délka: 90 min.","HIFU facelift – obličej + krk je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Lifting obličeje i krku
• zpevnění kontur
• podpora kolagenu
• bez rekonvalescence

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 90 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","90","1","6500","Lifting obličeje i krku, zpevnění kontur, podpora kolagenu, bez rekonvalescence","hifu/hifu-oblicej.jpeg, hifu/hifu-oblicej2.jpeg, hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg"
"HIFU ošetření","HIFU tvář","package","HIFU facelift – krk a podbradek","Profesionální hifu facelift – krk a podbradek pro viditelné zlepšení. Zpevnění krku. Délka: 45 min.","HIFU facelift – krk a podbradek je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění krku
• definice linie brady
• lepší elasticita
• bez operace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.","45","1","3900","Zpevnění krku, definice linie brady, lepší elasticita, bez operace","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
